,Account,avg(Kwh),avg(Power_Factor),avg(KVRAh),Catergroy,Building,Day,Month,Year,TemperatureF,PointF,Humidity,PressureIn,VisibilityMiles,WindSpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,workingDay,Holiday
174,27369330017,205.4999913,0.847925135,89.01416229,SCH,LILLA FREDRICK,23,6,2014,68,53,65,30.12,10,9,0,3,,146,1,0
175,27369330017,212.7666651,0.822492715,94.08418618,SCH,LILLA FREDRICK,24,6,2014,72,56,63,30.1,10,13,0,4,,197,1,0
176,27369330017,225.3407395,0.827044996,102.1230182,SCH,LILLA FREDRICK,25,6,2014,78,63,65,29.93,10,15,0,3,,212,1,0
177,27369330017,219.9161772,0.833895861,98.46855621,SCH,LILLA FREDRICK,26,6,2014,71,65,82,29.86,9,10,0.28,7,Rain,129,1,0
178,27369330017,192.0213783,0.832230522,91.09977058,SCH,LILLA FREDRICK,27,6,2014,66,47,56,30.12,10,8,0,2,,85,1,0
179,27369330017,154.7264929,0.84641581,62.7021034,SCH,LILLA FREDRICK,28,6,2014,70,52,54,30.25,10,7,0,3,,157,0,0
180,27369330017,143.1429251,0.840916135,55.76822818,SCH,LILLA FREDRICK,29,6,2014,74,55,54,30.19,10,9,0,5,,190,0,0
181,27369330017,218.5450718,0.84336043,98.75900598,SCH,LILLA FREDRICK,30,6,2014,77,59,59,30,10,13,0,3,,223,1,0
182,27369330017,235.6376989,0.854029935,107.775452,SCH,LILLA FREDRICK,1,7,2014,79,65,67,29.86,10,14,0,5,,214,1,0
183,27369330017,244.3043388,0.86132778,110.6689677,SCH,LILLA FREDRICK,2,7,2014,82,69,66,29.88,10,15,T,3,Rain,203,1,0
184,27369330017,237.2554952,0.859457234,106.5577323,SCH,LILLA FREDRICK,3,7,2014,81,70,69,29.94,9,10,0.28,6,Rain-Thunderstorm,204,1,0
185,27369330017,158.3059005,0.857962557,66.34868762,SCH,LILLA FREDRICK,4,7,2014,70,65,85,29.92,5,8,1.88,7,Rain,2,1,1
186,27369330017,144.0602809,0.853144031,56.88374069,SCH,LILLA FREDRICK,5,7,2014,70,53,61,29.88,9,17,0.35,6,Rain,292,0,0
187,27369330017,133.3532477,0.848584403,48.48907268,SCH,LILLA FREDRICK,6,7,2014,76,51,49,29.93,10,15,0,2,,243,0,0
188,27369330017,226.5454762,0.853130753,104.6605437,SCH,LILLA FREDRICK,7,7,2014,79,64,62,29.78,10,15,0.08,4,Rain-Thunderstorm,220,1,0
189,27369330017,240.2503727,0.854866726,111.0979479,SCH,LILLA FREDRICK,8,7,2014,83,66,64,29.74,10,15,T,6,Rain,218,1,0
190,27369330017,235.5367907,0.853361266,108.5687151,SCH,LILLA FREDRICK,9,7,2014,81,64,65,29.81,10,14,0,5,,221,1,0
191,27369330017,228.6426254,0.844132779,108.7761197,SCH,LILLA FREDRICK,10,7,2014,74,56,59,30.06,10,8,0,4,,272,1,0
192,27369330017,209.7742902,0.833782776,96.80413098,SCH,LILLA FREDRICK,11,7,2014,68,57,71,30.2,10,7,0,4,,67,1,0
193,27369330017,165.5486597,0.840399072,69.31731526,SCH,LILLA FREDRICK,12,7,2014,71,60,66,30.18,10,8,0,1,,163,0,0
194,27369330017,145.0460011,0.838371823,54.66624053,SCH,LILLA FREDRICK,13,7,2014,77,61,61,30.01,10,16,T,5,,202,0,0
195,27369330017,231.9209086,0.854161141,100.5375255,SCH,LILLA FREDRICK,14,7,2014,79,70,81,29.88,7,10,0.67,8,Rain,203,1,0
196,27369330017,238.5794294,0.852553906,106.6149506,SCH,LILLA FREDRICK,15,7,2014,78,72,85,29.8,8,11,T,8,Rain,191,1,0
197,27369330017,238.31139,0.852886422,108.7954616,SCH,LILLA FREDRICK,16,7,2014,73,70,81,29.78,7,8,0.85,8,Fog-Rain-Thunderstorm,194,1,0
198,27369330017,218.4577336,0.839488861,99.49150462,SCH,LILLA FREDRICK,17,7,2014,74,57,58,29.94,10,8,0,5,,293,1,0
199,27369330017,208.578457,0.832784022,94.6634313,SCH,LILLA FREDRICK,18,7,2014,71,56,64,30.17,10,8,0,3,,137,1,0
200,27369330017,159.5523213,0.840779299,65.57205682,SCH,LILLA FREDRICK,19,7,2014,68,61,83,30.24,10,5,0,6,,98,0,0
201,27369330017,137.3274666,0.831657131,51.47502859,SCH,LILLA FREDRICK,20,7,2014,67,59,75,30.19,10,7,T,7,,56,0,0
202,27369330017,211.0988197,0.838318875,95.06558448,SCH,LILLA FREDRICK,21,7,2014,67,61,84,30.18,8,6,0,4,Fog,52,1,0
203,27369330017,225.6034492,0.84253636,99.57602666,SCH,LILLA FREDRICK,22,7,2014,75,65,72,30.08,10,10,0,2,,187,1,0
204,27369330017,237.3066635,0.848934606,106.3598584,SCH,LILLA FREDRICK,23,7,2014,82,68,64,29.85,10,13,0,4,,217,1,0
205,27369330017,222.5789217,0.84767138,99.35661045,SCH,LILLA FREDRICK,24,7,2014,70,64,81,29.82,10,8,T,7,,35,1,0
206,27369330017,205.3691763,0.839878354,93.87380109,SCH,LILLA FREDRICK,25,7,2014,73,54,56,29.94,9,8,0,2,,279,1,0
207,27369330017,160.4271143,0.855457369,66.21034686,SCH,LILLA FREDRICK,26,7,2014,75,58,58,29.93,10,12,0,3,,219,0,0
208,27369330017,143.2977927,0.85132762,54.19545242,SCH,LILLA FREDRICK,27,7,2014,73,67,82,29.77,8,9,0.35,6,Rain,193,0,0
209,27369330017,226.0244884,0.85023961,98.87468837,SCH,LILLA FREDRICK,28,7,2014,75,67,77,29.56,7,11,0.11,6,Rain-Thunderstorm,179,1,0
210,27369330017,215.1542751,0.838264704,95.65146059,SCH,LILLA FREDRICK,29,7,2014,72,57,63,29.79,10,9,0,3,,265,1,0
211,27369330017,209.5707852,0.842835201,94.49278052,SCH,LILLA FREDRICK,30,7,2014,71,55,55,29.99,10,7,0,3,,205,1,0
212,27369330017,211.9577057,0.844685718,94.47419956,SCH,LILLA FREDRICK,31,7,2014,72,58,66,30.09,10,10,0,3,,199,1,0
213,27369330017,220.06559,0.842756902,97.921496,SCH,LILLA FREDRICK,1,8,2014,74,64,73,30.2,10,9,0,4,,177,1,0
214,27369330017,167.3666573,0.854238092,67.4642982,SCH,LILLA FREDRICK,2,8,2014,67,61,86,30.19,8,5,0.03,7,Rain,102,0,0
215,27369330017,141.5458491,0.84352304,51.48558386,SCH,LILLA FREDRICK,3,8,2014,66,60,85,30.11,9,5,T,7,Rain,73,0,0
216,27369330017,218.5524316,0.836872212,98.99312953,SCH,LILLA FREDRICK,4,8,2014,71,65,81,30.02,9,8,T,3,,185,1,0
217,27369330017,225.6500388,0.840806108,102.3005327,SCH,LILLA FREDRICK,5,8,2014,76,66,74,29.96,10,8,0,2,,163,1,0
218,27369330017,219.4803437,0.840351902,99.7505903,SCH,LILLA FREDRICK,6,8,2014,77,60,53,29.83,10,8,0.01,6,,319,1,0
219,27369330017,208.3679043,0.837334738,95.06186882,SCH,LILLA FREDRICK,7,8,2014,72,54,60,29.88,10,8,0.01,3,Rain,299,1,0
220,27369330017,196.6843235,0.829387821,89.42212489,SCH,LILLA FREDRICK,8,8,2014,73,53,53,29.98,10,10,0,2,,302,1,0
221,27369330017,153.138053,0.854815436,58.64354966,SCH,LILLA FREDRICK,9,8,2014,72,56,56,30.06,10,8,0,1,,195,0,0
222,27369330017,140.5905809,0.852355636,53.72651019,SCH,LILLA FREDRICK,10,8,2014,73,57,59,30.11,10,8,0,2,,97,0,0
223,27369330017,211.9137707,0.835081646,97.98699002,SCH,LILLA FREDRICK,11,8,2014,75,59,62,30.12,10,9,0,2,,189,1,0
224,27369330017,212.151925,0.835415268,97.62375093,SCH,LILLA FREDRICK,12,8,2014,73,62,71,30.09,10,9,0,5,,154,1,0
225,27369330017,211.2991687,0.843974288,96.66378279,SCH,LILLA FREDRICK,13,8,2014,67,64,91,29.79,5,14,1.06,8,Rain,111,1,0
226,27369330017,199.5714274,0.830496948,92.99556373,SCH,LILLA FREDRICK,14,8,2014,70,53,63,29.77,10,12,0,2,,273,1,0
227,27369330017,189.137266,0.829873245,88.07262616,SCH,LILLA FREDRICK,15,8,2014,68,52,63,29.88,10,8,T,6,Rain,269,1,0
228,27369330017,156.6097393,0.835919804,65.25795383,SCH,LILLA FREDRICK,16,8,2014,70,52,55,29.93,10,12,0,7,,234,0,0
229,27369330017,148.5832932,0.843798732,60.10686304,SCH,LILLA FREDRICK,17,8,2014,73,58,69,29.82,10,9,T,5,,260,0,0
230,27369330017,197.7752357,0.831900643,92.17074878,SCH,LILLA FREDRICK,18,8,2014,71,51,54,29.82,10,10,0,2,,311,1,0
231,27369330017,194.7221375,0.835741952,87.08851854,SCH,LILLA FREDRICK,19,8,2014,67,52,61,29.91,10,8,0,1,,89,1,0
232,27369330017,203.9329411,0.836295692,93.11753546,SCH,LILLA FREDRICK,20,8,2014,67,58,73,30.02,10,5,0,2,,94,1,0
233,27369330017,200.5355193,0.844608329,89.94892146,SCH,LILLA FREDRICK,21,8,2014,66,62,85,30.08,10,6,0,6,,60,1,0
234,27369330017,197.045876,0.835799104,91.94379516,SCH,LILLA FREDRICK,22,8,2014,68,62,81,30.09,10,10,0.08,7,Rain,34,1,0
235,27369330017,150.7701967,0.84198022,60.19070512,SCH,LILLA FREDRICK,23,8,2014,67,58,76,30.12,10,9,0,4,,32,0,0
236,27369330017,135.5468618,0.846999527,51.36456926,SCH,LILLA FREDRICK,24,8,2014,69,54,59,30.13,10,6,0,2,,125,0,0
237,27369330017,212.0245154,0.840072395,96.8750145,SCH,LILLA FREDRICK,25,8,2014,74,60,64,30.12,10,7,0,1,,104,1,0
238,27369330017,218.4592054,0.84650639,98.82121551,SCH,LILLA FREDRICK,26,8,2014,75,63,72,30.1,10,11,0,1,,185,1,0
239,27369330017,228.4978129,0.842361558,104.0612336,SCH,LILLA FREDRICK,27,8,2014,79,64,63,29.92,10,13,0.02,3,Rain,226,1,0
240,27369330017,213.6449442,0.843036941,97.59845321,SCH,LILLA FREDRICK,28,8,2014,73,54,59,29.84,10,13,0,3,,326,1,0
241,27369330017,195.1168997,0.834500948,89.53857111,SCH,LILLA FREDRICK,29,8,2014,65,52,69,30.16,10,10,0,2,,57,1,0
242,27369330017,149.8432944,0.849744291,60.97959722,SCH,LILLA FREDRICK,30,8,2014,69,56,66,30.23,10,10,0,2,,194,0,0
243,27369330017,143.7636617,0.84734555,52.78743048,SCH,LILLA FREDRICK,31,8,2014,76,69,81,30.02,9,13,0.54,7,Rain,217,0,0
244,27369330017,153.1235487,0.844607279,60.08690458,SCH,LILLA FREDRICK,1,9,2014,79,70,74,29.94,10,8,0,5,,188,1,1
245,27369330017,249.791218,0.863808191,109.5272727,SCH,LILLA FREDRICK,2,9,2014,82,71,70,29.84,10,9,0.01,3,Rain-Thunderstorm,214,1,0
246,27369330017,229.8075457,0.852225678,104.3124836,SCH,LILLA FREDRICK,3,9,2014,79,59,62,29.92,10,12,0,3,,279,1,0
247,27369330017,226.0466221,0.855852935,101.5393955,SCH,LILLA FREDRICK,4,9,2014,75,57,58,30.13,10,8,0,1,,233,1,0
248,27369330017,243.0342396,0.862814815,108.1698734,SCH,LILLA FREDRICK,5,9,2014,79,65,63,30.08,10,12,0,1,,212,1,0
249,27369330017,178.6899021,0.857095187,71.96906535,SCH,LILLA FREDRICK,6,9,2014,81,69,68,29.87,9,15,0.22,5,Rain-Thunderstorm,246,0,0
250,27369330017,144.2031314,0.84177508,53.53456407,SCH,LILLA FREDRICK,7,9,2014,70,57,59,30.06,10,8,0.15,4,Rain,5,0,0
251,27369330017,214.2324284,0.860770454,93.43687388,SCH,LILLA FREDRICK,8,9,2014,65,54,69,30.34,10,10,0,3,,51,1,0
252,27369330017,206.8630303,0.859808775,92.10702571,SCH,LILLA FREDRICK,9,9,2014,65,56,74,30.29,10,10,0,5,,59,1,0
253,27369330017,208.7908493,0.856514533,93.66424141,SCH,LILLA FREDRICK,10,9,2014,65,59,82,30.13,9,8,0,6,,32,1,0
254,27369330017,219.5908221,0.860350893,97.68739094,SCH,LILLA FREDRICK,11,9,2014,71,62,79,29.91,8,13,0,7,,200,1,0
255,27369330017,195.698908,0.862071421,84.96386413,SCH,LILLA FREDRICK,12,9,2014,62,50,63,30.08,10,9,0,2,,337,1,0
256,27369330017,121.8915476,0.847527799,47.46470299,SCH,LILLA FREDRICK,13,9,2014,60,53,80,30.2,9,11,0.13,7,Rain,22,0,0
257,27369330017,113.3711012,0.846365743,42.2756944,SCH,LILLA FREDRICK,14,9,2014,59,47,68,30.18,10,10,0,3,,309,0,0
258,27369330017,158.0108731,0.861643965,64.44534107,SCH,LILLA FREDRICK,15,9,2014,58,45,61,30.18,10,7,0,2,,35,1,0
259,27369330017,163.9837162,0.863893204,66.1627589,SCH,LILLA FREDRICK,16,9,2014,60,52,74,30.01,10,5,T,5,Rain,175,1,0
260,27369330017,170.2772626,0.851883494,70.38209589,SCH,LILLA FREDRICK,17,9,2014,62,50,66,29.98,10,7,0,1,,213,1,0
261,27369330017,172.8773873,0.862403683,69.59128336,SCH,LILLA FREDRICK,18,9,2014,65,47,54,29.99,10,7,0,3,,322,1,0
262,27369330017,154.1103204,0.870510918,60.46766581,SCH,LILLA FREDRICK,19,9,2014,51,35,53,30.36,10,10,0,2,,59,1,0
263,27369330017,115.5781983,0.83955085,45.17512451,SCH,LILLA FREDRICK,20,9,2014,60,48,66,30.26,10,12,0,3,,189,0,0
264,27369330017,121.5910246,0.843883133,45.81913047,SCH,LILLA FREDRICK,21,9,2014,73,64,80,29.78,10,8,0.01,7,Rain,170,0,0
265,27369330017,184.4332634,0.85378081,74.03907729,SCH,LILLA FREDRICK,22,9,2014,64,52,66,29.73,10,15,0,2,,266,1,0
266,27369330017,168.0432296,0.859547434,68.57921853,SCH,LILLA FREDRICK,23,9,2014,61,41,51,30.26,10,7,0,2,,280,1,0
267,27369330017,170.5596168,0.860003445,68.28113764,SCH,LILLA FREDRICK,24,9,2014,60,51,74,30.57,10,10,0,3,,52,1,0
268,27369330017,169.7048743,0.868715738,67.62276392,SCH,LILLA FREDRICK,25,9,2014,58,51,76,30.41,10,7,0,6,,47,1,0
269,27369330017,175.0683422,0.858873216,70.68884713,SCH,LILLA FREDRICK,26,9,2014,62,51,68,30.2,10,5,0,3,,27,1,0
270,27369330017,142.982842,0.834577228,58.10935079,SCH,LILLA FREDRICK,27,9,2014,71,55,62,30.15,10,5,0,0,,249,0,0
271,27369330017,136.0833418,0.841260162,52.84874302,SCH,LILLA FREDRICK,28,9,2014,74,60,65,30.07,10,5,0,1,,211,0,0
272,27369330017,190.7427196,0.855663796,78.83147315,SCH,LILLA FREDRICK,29,9,2014,66,58,75,29.98,8,10,T,6,Rain,14,1,0
273,27369330017,168.313319,0.88364073,65.23303108,SCH,LILLA FREDRICK,30,9,2014,57,55,97,30.02,8,9,0.18,8,Rain,20,1,0
274,26437521003,89.7572076,0.798306428,50.34269021,SCH,W H OHRENBERGER,1,1,2014,24,5,43,30.33,10,9,0,3,,296,1,1
275,26437521003,113.3567915,0.879715186,60.33656478,SCH,W H OHRENBERGER,10,1,2014,28,25,80,30.44,5,5,0.02,8,Fog-Snow,179,1,0
276,26437521003,90.9047696,0.778068987,54.18941278,SCH,W H OHRENBERGER,11,1,2014,47,46,93,29.79,3,12,0.54,8,Fog-Rain-Thunderstorm,176,0,0
277,26437521003,79.70571334,0.771792648,49.23196988,SCH,W H OHRENBERGER,12,1,2014,46,30,67,29.61,10,16,T,5,Rain,272,0,0
278,26437521003,114.0269547,0.877018906,62.17456623,SCH,W H OHRENBERGER,13,1,2014,41,29,63,30.03,10,12,0,4,,212,1,0
279,26437521003,113.0515643,0.862162998,62.22599882,SCH,W H OHRENBERGER,14,1,2014,47,44,90,29.74,6,8,0.79,8,Fog-Rain,226,1,0
280,26437521003,111.52924,0.852853475,64.62056523,SCH,W H OHRENBERGER,15,1,2014,42,35,76,29.94,9,7,T,4,,220,1,0
281,26437521003,112.2832125,0.848352017,64.32731979,SCH,W H OHRENBERGER,16,1,2014,36,35,93,29.89,2,3,0,8,Fog,33,1,0
282,26437521003,107.741529,0.819988936,63.31924686,SCH,W H OHRENBERGER,17,1,2014,40,30,65,29.94,6,8,0,5,Fog,185,1,0
283,26437521003,87.26760827,0.788260817,55.20082453,SCH,W H OHRENBERGER,18,1,2014,35,32,87,29.74,5,7,0.79,8,Fog-Rain-Snow,17,0,0
284,26437521003,79.62717065,0.770362535,48.90644569,SCH,W H OHRENBERGER,19,1,2014,33,25,73,29.65,7,15,0.03,7,Fog-Snow,243,0,0
285,26437521003,103.6554659,0.801397102,60.03249455,SCH,W H OHRENBERGER,2,1,2014,14,11,69,30.14,1,18,0.38,8,Fog-Snow,11,1,0
286,26437521003,94.27774616,0.776106064,56.26504879,SCH,W H OHRENBERGER,20,1,2014,34,21,56,29.61,10,15,0,7,,245,1,1
287,26437521003,118.0572337,0.814514831,61.03014951,SCH,W H OHRENBERGER,21,1,2014,19,3,58,29.99,5,12,0.11,7,Snow,352,1,0
288,26437521003,108.3094814,0.780027028,60.66328021,SCH,W H OHRENBERGER,22,1,2014,13,-2,60,29.77,6,17,T,6,Snow,338,1,0
289,26437521003,117.6253806,0.799909119,62.77864994,SCH,W H OHRENBERGER,23,1,2014,14,-6,45,30.03,10,13,0,2,,287,1,0
290,26437521003,122.1763669,0.805583402,65.83620831,SCH,W H OHRENBERGER,24,1,2014,13,-6,43,30.18,10,14,0,1,,268,1,0
291,26437521003,95.62148611,0.769464583,56.09319122,SCH,W H OHRENBERGER,25,1,2014,27,18,65,29.6,8,17,T,7,Snow,217,0,0
292,26437521003,84.53744812,0.762571092,51.12306145,SCH,W H OHRENBERGER,26,1,2014,21,2,51,29.72,10,16,0,4,,249,0,0
293,26437521003,118.8865497,0.799013529,64.51233743,SCH,W H OHRENBERGER,27,1,2014,34,18,55,29.73,10,14,0.02,8,Rain,238,1,0
294,26437521003,121.4661272,0.808098297,64.34938135,SCH,W H OHRENBERGER,28,1,2014,17,-8,35,30.23,10,13,0,6,,273,1,0
295,26437521003,119.4311359,0.807462493,63.21551226,SCH,W H OHRENBERGER,29,1,2014,21,-3,41,30.11,9,10,0.01,4,Snow,285,1,0
296,26437521003,96.13526325,0.771108901,57.82142057,SCH,W H OHRENBERGER,3,1,2014,8,-4,66,29.99,5,17,0.19,4,Fog-Snow,337,1,0
297,26437521003,120.2085051,0.810217501,62.71938588,SCH,W H OHRENBERGER,30,1,2014,23,2,47,30.33,10,10,0,1,,243,1,0
298,26437521003,113.5812471,0.814624828,59.56652889,SCH,W H OHRENBERGER,31,1,2014,33,16,54,30.1,10,9,0,8,,244,1,0
299,26437521003,105.2509183,0.776349056,61.49323977,SCH,W H OHRENBERGER,4,1,2014,15,1,50,30.38,10,12,0,2,,228,0,0
300,26437521003,94.05758996,0.764873615,57.3320083,SCH,W H OHRENBERGER,5,1,2014,31,26,74,30.19,8,8,0.04,6,Fog-Rain,148,0,0
301,26437521003,116.9458151,0.840426276,63.01988942,SCH,W H OHRENBERGER,6,1,2014,43,42,77,29.5,5,14,0.32,8,Fog-Rain,204,1,0
302,26437521003,113.6120059,0.826191818,60.68180746,SCH,W H OHRENBERGER,7,1,2014,19,-6,41,29.93,10,20,T,2,,272,1,0
303,26437521003,114.1944971,0.95740843,59.73312995,SCH,W H OHRENBERGER,8,1,2014,15,-3,48,30.39,10,13,0,1,,259,1,0
304,26437521003,116.9837554,0.876233348,60.42487995,SCH,W H OHRENBERGER,9,1,2014,25,5,49,30.56,10,9,0,2,,256,1,0
305,27369330017,160.4307578,0.888980641,61.75114627,SCH,LILLA FREDRICK,1,10,2014,57,56,97,30.07,4,16,1.16,8,Rain,29,1,0
306,27369330017,161.6947564,0.881471009,61.9009797,SCH,LILLA FREDRICK,2,10,2014,54,52,92,30.15,8,14,0.16,7,Rain,22,1,0
307,27369330017,156.3119037,0.873626784,61.0850446,SCH,LILLA FREDRICK,3,10,2014,52,50,89,30.04,8,8,0.01,6,Rain,3,1,0
308,27369330017,117.2488305,0.853538143,44.52139784,SCH,LILLA FREDRICK,4,10,2014,58,57,97,29.71,4,8,0.35,8,Fog-Rain,107,0,0
309,27369330017,106.2055912,0.849681866,38.62377783,SCH,LILLA FREDRICK,5,10,2014,55,42,67,29.74,10,12,0,2,,260,0,0
310,27369330017,156.2022577,0.870359429,60.69777617,SCH,LILLA FREDRICK,6,10,2014,55,42,60,30.09,10,8,0,0,,192,1,0
311,27369330017,171.3646178,0.870499491,68.44350522,SCH,LILLA FREDRICK,7,10,2014,64,57,71,30.07,10,13,0.01,5,Rain,172,1,0
312,27369330017,180.8634277,0.861126402,72.54151617,SCH,LILLA FREDRICK,8,10,2014,66,54,66,29.8,10,14,0.01,5,Rain,215,1,0
313,27369330017,161.9891792,0.868549786,63.83412911,SCH,LILLA FREDRICK,9,10,2014,58,37,46,29.92,10,12,0,2,,250,1,0
314,26440101009,130.0279486,0.887670403,62.06325085,PWD,BLDG,1,10,2014,57,56,97,30.07,4,16,1.16,8,Rain,29,1,0
315,26440101009,131.2173238,0.851672167,58.70315469,PWD,BLDG,10,10,2014,57,36,48,30.07,10,10,0,4,,281,1,0
316,26440101009,103.2662635,0.844099217,47.57770394,PWD,BLDG,11,10,2014,51,42,72,30.11,9,5,0.31,6,Rain,325,0,0
317,26440101009,91.25082553,0.836095438,43.25807591,PWD,BLDG,12,10,2014,52,40,70,30.24,10,9,0,1,,282,0,0
318,26440101009,102.2764314,0.842336783,46.78139166,PWD,BLDG,13,10,2014,54,46,69,30.32,10,8,0,6,,205,1,1
319,26440101009,144.6930235,0.856979327,64.68928195,PWD,BLDG,14,10,2014,68,60,75,30.21,10,11,0,5,,201,1,0
320,26440101009,148.3810056,0.890463239,67.23897492,PWD,BLDG,15,10,2014,71,63,74,30.08,10,9,0,4,,168,1,0
321,26440101009,149.8372399,0.877873438,68.370322,PWD,BLDG,16,10,2014,65,64,94,29.82,8,10,0.63,8,Rain,147,1,0
322,26440101009,140.1968926,0.881764185,64.64376676,PWD,BLDG,17,10,2014,64,57,76,29.65,9,11,0,3,,210,1,0
323,26440101009,107.6641479,0.815728978,52.22214415,PWD,BLDG,18,10,2014,63,56,81,29.58,10,12,T,5,,217,0,0
324,26440101009,90.6309362,0.819431739,43.70540271,PWD,BLDG,19,10,2014,50,35,61,29.78,10,14,0,7,,311,0,0
325,26440101009,130.2703669,0.930723562,60.10693526,PWD,BLDG,2,10,2014,54,52,92,30.15,8,14,0.16,7,Rain,22,1,0
326,26440101009,137.3243867,0.877853784,59.65681429,PWD,BLDG,20,10,2014,49,30,52,30.01,10,11,0,4,,240,1,0
327,26440101009,138.3713113,0.892087136,60.22754969,PWD,BLDG,21,10,2014,56,52,85,29.96,10,7,T,6,Rain,82,1,0
328,26440101009,136.9817944,0.868902221,62.32706345,PWD,BLDG,22,10,2014,53,50,95,29.91,4,25,0.87,8,Rain-Thunderstorm,26,1,0
329,26440101009,137.5205333,0.909006256,61.3087619,PWD,BLDG,23,10,2014,51,50,97,29.65,4,25,2.25,8,Rain-Thunderstorm,13,1,0
330,26440101009,132.2149931,0.850512246,61.75758045,PWD,BLDG,24,10,2014,49,46,86,29.69,8,11,0.05,8,Rain,323,1,0
331,26440101009,102.8995283,0.802229268,51.48314482,PWD,BLDG,25,10,2014,55,42,62,29.66,10,10,0,4,,260,0,0
332,26440101009,93.21020086,0.814194691,44.3989873,PWD,BLDG,26,10,2014,53,40,57,29.53,10,13,T,5,,270,0,0
333,26440101009,132.5879199,0.833893416,64.16993859,PWD,BLDG,27,10,2014,55,38,55,29.87,10,11,0,1,,283,1,0
334,26440101009,129.9115847,0.845635552,64.26320839,PWD,BLDG,28,10,2014,53,47,86,30.01,10,4,0,5,,88,1,0
335,26440101009,132.294597,0.8494796,64.49305113,PWD,BLDG,29,10,2014,63,53,71,29.85,7,7,0.02,8,Rain,282,1,0
336,26440101009,123.1958277,0.90790235,57.85971254,PWD,BLDG,3,10,2014,52,50,89,30.04,8,8,0.01,6,Rain,3,1,0
337,26440101009,130.9639056,0.837815844,63.84267881,PWD,BLDG,30,10,2014,53,39,62,29.93,10,8,0,2,,301,1,0
338,26440101009,126.511624,0.818551165,61.97244101,PWD,BLDG,31,10,2014,50,37,66,30.01,10,11,0,8,,40,1,0
339,26440101009,97.9642109,0.843441402,52.61748983,PWD,BLDG,4,10,2014,58,57,97,29.71,4,8,0.35,8,Fog-Rain,107,0,0
340,26440101009,87.48372877,0.840593819,49.32881951,PWD,BLDG,5,10,2014,55,42,67,29.74,10,12,0,2,,260,0,0
341,26440101009,127.7575701,0.861232228,58.1609389,PWD,BLDG,6,10,2014,55,42,60,30.09,10,8,0,0,,192,1,0
342,26440101009,132.5576017,0.852146631,60.93706737,PWD,BLDG,7,10,2014,64,57,71,30.07,10,13,0.01,5,Rain,172,1,0
343,26440101009,132.4955654,0.845165061,61.78914548,PWD,BLDG,8,10,2014,66,54,66,29.8,10,14,0.01,5,Rain,215,1,0
344,26440101009,127.870114,0.842315549,60.39359411,PWD,BLDG,9,10,2014,58,37,46,29.92,10,12,0,2,,250,1,0
345,27369330017,125.5535815,0.838964375,45.42862084,SCH,LILLA FREDRICK,1,11,2014,44,39,77,29.86,7,17,0.59,8,Rain,4,0,0
346,27369330017,123.234538,0.872958088,41.33441437,SCH,LILLA FREDRICK,2,11,2014,38,29,62,29.69,8,21,0.31,7,Rain-Snow,328,0,0
347,27369330017,165.0910587,0.836880036,67.37839881,SCH,LILLA FREDRICK,3,11,2014,45,18,32,29.95,10,15,0,2,,278,1,0
348,27369330017,166.1102808,0.841008884,67.13745034,SCH,LILLA FREDRICK,4,11,2014,51,35,53,30.08,10,6,0,5,,169,1,0
349,27369330017,162.613282,0.855816233,62.6791869,SCH,LILLA FREDRICK,5,11,2014,57,40,56,30.02,10,9,0,7,,243,1,0
350,27369330017,163.657169,0.853522328,66.9294551,SCH,LILLA FREDRICK,6,11,2014,49,45,83,29.84,5,5,0.59,7,Rain,79,1,0
351,27369330017,157.0655014,0.83145285,67.81709109,SCH,LILLA FREDRICK,7,11,2014,44,37,73,29.54,8,14,T,7,Rain,300,1,0
352,27369330017,133.1703132,0.825383012,53.73157891,SCH,LILLA FREDRICK,8,11,2014,42,25,51,29.9,10,10,0,5,,245,0,0
353,27369330017,115.8714969,0.858342779,39.57834888,SCH,LILLA FREDRICK,9,11,2014,48,33,57,29.93,10,8,0,7,,261,0,0
354,26440101009,92.18557076,0.803033227,49.54405372,PWD,BLDG,1,11,2014,44,39,77,29.86,7,17,0.59,8,Rain,4,0,0
355,26440101009,132.2408159,0.825907739,62.39656035,PWD,BLDG,10,11,2014,48,35,66,30.14,10,5,0,3,,192,1,0
356,26440101009,102.4477761,0.78856434,49.42596182,PWD,BLDG,11,11,2014,53,47,80,30.09,9,5,0,5,,163,1,1
357,26440101009,130.4387803,0.807221223,63.48424689,PWD,BLDG,12,11,2014,53,49,75,29.92,3,5,0,6,Fog,118,1,0
358,26440101009,129.574125,0.818714387,61.80492279,PWD,BLDG,13,11,2014,44,29,62,30.01,10,8,0.06,5,Rain,298,1,0
359,26440101009,129.886757,0.823924095,61.87473093,PWD,BLDG,14,11,2014,39,27,67,29.96,8,11,0.23,5,Rain-Snow,311,1,0
360,26440101009,108.2554806,0.793158388,54.75828799,PWD,BLDG,15,11,2014,35,16,49,30.24,10,9,0,1,,295,0,0
361,26440101009,95.29569013,0.800040241,44.69397567,PWD,BLDG,16,11,2014,36,23,57,30.29,10,8,T,6,Rain,220,0,0
362,26440101009,136.0243336,0.826838612,61.01736485,PWD,BLDG,17,11,2014,43,41,83,29.75,4,6,1.64,8,Rain,358,1,0
